"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
4506,"MTSC","MTS Systems Corporation","Technology","Scientific & Technical Instruments","USA",973.80,32.09,54.10,1.60%,49265
4507,"MTSI","MACOM Technology Solutions Holdings, Inc.","Technology","Semiconductor - Broad Line","USA",1387.06,,20.65,1.77%,1520428
4508,"MTSL","MER Telemanagement Solutions Ltd.","Technology","Diversified Communication Services","Israel",5.39,,1.81,-5.73%,454333
4509,"MTT","Western Asset Municipal Defined Opportunity Trust Inc.","Financial","Asset Management","USA",,,21.08,-0.28%,7401
4510,"MTUM","iShares Edge MSCI USA Momentum Fctr ETF","Financial","Exchange Traded Fund","USA",,,113.02,1.04%,832359
4511,"MTW","Manitowoc Company, Inc. (The)","Industrial Goods","Farm & Construction Machinery","USA",884.18,11.44,25.00,1.26%,559687
4512,"MTX","Minerals Technologies Inc.","Basic Materials","Chemicals - Major Diversified","USA",2633.76,17.28,74.40,-0.33%,112849
4513,"MTZ","MasTec, Inc.","Industrial Goods","Heavy Construction","USA",3893.59,18.35,47.35,-0.11%,1667712
4514,"MU","Micron Technology, Inc.","Technology","Semiconductor- Memory Chips","USA",61279.71,5.41,53.40,2.12%,28547574
4515,"MUA","Blackrock MuniAssets Fund, Inc","Financial","Closed-End Fund - Debt","USA",480.34,35.96,13.34,0.08%,25819
4516,"MUB","iShares National Muni Bond ETF","Financial","Exchange Traded Fund","USA",,,108.68,0.10%,669549
4517,"MUC","Blackrock MuniHoldings Californ","Financial","Closed-End Fund - Debt","USA",,,13.05,0.31%,55770
4518,"MUDS","Mudrick Capital Acquisition Corporation","Conglomerates","Conglomerates","USA",200.93,,9.66,0.00%,0
4519,"MUDSU","Mudrick Capital Acquisition Corporation Units","Conglomerates","Conglomerates","USA",206.00,,10.30,0.00%,0
4520,"MUE","BlackRock MuniHoldings Quality Fund II, Inc.","Financial","Closed-End Fund - Debt","USA",,,12.29,-0.08%,28945
4521,"MUH","Blackrock MuniHoldings Fund II,","Financial","Closed-End Fund - Debt","USA",,,13.91,1.16%,45252
4522,"MUI","BlackRock Muni Intermediate Duration Fund, Inc.","Financial","Closed-End Fund - Debt","USA",,,13.21,0.38%,55025
4523,"MUJ","BlackRock MuniHoldings New Jersey Quality Fund, Inc.","Financial","Closed-End Fund - Debt","USA",,,12.98,0.54%,39685
4524,"MUNI","PIMCO Intermediate Municipal Bd Actv ETF","Financial","Exchange Traded Fund","USA",,,52.63,0.04%,7694
4525,"MUR","Murphy Oil Corporation","Basic Materials","Independent Oil & Gas","USA",5775.78,,32.83,0.49%,745865
4526,"MUS","BlackRock MuniHoldings Quality Fund, Inc.","Financial","Closed-End Fund - Debt","USA",,,12.21,0.08%,20069
4527,"MUSA","Murphy USA Inc.","Services","Specialty Retail, Other","USA",2772.22,14.88,83.20,4.76%,1434589
4528,"MUX","McEwen Mining Inc.","Basic Materials","Gold","Canada",802.91,50.45,2.22,1.37%,1288057
4529,"MVC","MVC Capital, Inc.","Financial","Diversified Investments","USA",175.78,12.73,9.41,0.21%,2150
4530,"MVF","BlackRock MuniVest Fund, Inc.","Financial","Asset Management","USA",,,8.85,0.68%,146986
4531,"MVIN","Natixis Seeyond Intl Mnmm Volatil ETF","Financial","Exchange Traded Fund","USA",,,44.83,0.00%,0
4532,"MVIS","MicroVision, Inc.","Technology","Diversified Electronics","USA",93.88,,0.99,0.23%,375096
4533,"MVO","MV Oil Trust","Basic Materials","Independent Oil & Gas","USA",121.20,12.32,10.10,-4.54%,107759
4534,"MVT","Blackrock MuniVest Fund II, Inc","Financial","Closed-End Fund - Debt","USA",,,14.02,0.14%,65077
4535,"MVV","ProShares Ultra MidCap400","Financial","Exchange Traded Fund","USA",,,44.40,1.67%,6355
4536,"MWA","Mueller Water Products, Inc.","Industrial Goods","Industrial Equipment & Components","USA",2010.63,26.88,12.50,1.96%,834645
4537,"MX","MagnaChip Semiconductor Corporation","Technology","Semiconductor - Specialized","South Korea",412.56,19.39,12.00,0.00%,570424
4538,"MXC","Mexco Energy Corporation","Basic Materials","Independent Oil & Gas","USA",11.72,,5.58,0.00%,7081
4539,"MXDE","Nationwide Max Divrs Emrg Mkts Cr Eq ETF","Financial","Exchange Traded Fund","USA",,,24.26,0.00%,0
4540,"MXDU","Nationwide Max Divers US Cor Eq ETF","Financial","Exchange Traded Fund","USA",,,28.55,0.17%,8284
4541,"MXE","Mexico Equity & Income Fund Inc.","Financial","Asset Management","Mexico",83.35,5.07,11.35,-0.96%,617
4542,"MXF","Mexico Fund, Inc. (The)","Financial","Closed-End Fund - Foreign","USA",,,16.36,-0.98%,16821
4543,"MXI","iShares Global Materials ETF","Financial","Exchange Traded Fund","USA",,,67.52,-1.19%,63317
4544,"MXIM","Maxim Integrated Products, Inc.","Technology","Semiconductor - Broad Line","USA",17474.49,25.83,62.22,2.47%,2474953
4545,"MXL","MaxLinear, Inc.","Technology","Semiconductor - Integrated Circuits","USA",1209.77,,17.51,2.16%,576668
4546,"MXWL","Maxwell Technologies, Inc.","Technology","Diversified Electronics","USA",177.86,,4.41,-2.22%,138518
4547,"MYC","Blackrock MuniYield California Fund, Inc.","Financial","Closed-End Fund - Debt","USA",,,13.21,0.61%,84250
4548,"MYD","BlackRock MuniYield Fund, Inc.","Financial","Closed-End Fund - Debt","USA",,,13.56,0.22%,43599
4549,"MYE","Myers Industries, Inc.","Consumer Goods","Rubber & Plastics","USA",759.94,47.09,21.85,-0.91%,283510
4550,"MYF","BlackRock MuniYield Investment Fund","Financial","Closed-End Fund - Debt","USA",,,13.75,1.18%,46878
4551,"MYGN","Myriad Genetics, Inc.","Services","Research Services","USA",3119.58,29.34,43.60,-1.00%,1226017
4552,"MYI","BlackRock MuniYield Quality Fund III, Inc.","Financial","Closed-End Fund - Debt","USA",,,12.50,0.24%,181659
4553,"MYJ","BlackRock MuniYield New Jersey Fund, Inc.","Financial","Closed-End Fund - Debt","USA",,,13.53,0.59%,34877
4554,"MYL","Mylan N.V.","Healthcare","Drugs - Generic","USA",19012.31,23.08,36.52,-2.61%,4030992
4555,"MYN","Blackrock MuniYield New York Qu","Financial","Closed-End Fund - Debt","USA",471.08,15.41,11.90,0.17%,52006
4556,"MYND","MYnd Analytics, Inc.","Healthcare","Medical Laboratories & Research","USA",7.76,,1.40,2.19%,538545
4557,"MYO","Myomo, Inc.","Healthcare","Medical Appliances & Equipment","USA",29.08,,2.29,-1.72%,75213
4558,"MYOK","MyoKardia, Inc.","Healthcare","Biotechnology","USA",2505.09,,59.25,0.51%,245548
4559,"MYOS","MYOS RENS Technology Inc.","Healthcare","Drugs - Generic","USA",9.23,,1.23,-10.14%,452673
4560,"MYOV","Myovant Sciences Ltd.","Healthcare","Biotechnology","United Kingdom",1438.04,,20.82,0.34%,119130
4561,"MYRG","MYR Group Inc.","Industrial Goods","General Contractors","USA",627.00,36.41,39.36,6.99%,249106
4562,"MYSZ","My Size, Inc.","Technology","Application Software","Israel",13.07,,0.74,-2.80%,1319917
4563,"MYY","ProShares Short MidCap400","Financial","Exchange Traded Fund","USA",,,42.43,-0.85%,3335
4564,"MZA","BlackRock MuniYield Arizona Fund, Inc.","Financial","Asset Management","USA",65.99,22.09,14.16,-0.77%,8792
4565,"MZF","Managed Duration Investment Gra","Financial","Closed-End Fund - Debt","USA",,,14.33,0.28%,44713
4566,"MZOR","Mazor Robotics Ltd.","Healthcare","Medical Instruments & Supplies","Israel",1393.66,,52.81,-16.66%,2563858
4567,"MZZ","ProShares UltraShort MidCap400","Financial","Exchange Traded Fund","USA",,,16.49,-1.60%,793
4568,"NAC","Nuveen California Quality Municipal Income Fund","Financial","Closed-End Fund - Debt","USA",,,13.32,0.15%,284514
4569,"NAD","Nuveen Quality Municipal Income Fund","Financial","Diversified Investments","USA",,,13.20,0.15%,446528
4570,"NAII","Natural Alternatives International, Inc.","Healthcare","Drug Related Products","USA",76.36,9.83,10.10,-0.49%,2753
4571,"NAIL","Direxion Daily Hmbldrs&Supls; Bull 3X ETF","Financial","Exchange Traded Fund","USA",,,52.04,-1.24%,19625
4572,"NAK","Northern Dynasty Minerals Ltd.","Basic Materials","Industrial Metals & Minerals","Canada",161.05,,0.58,-0.68%,859898
4573,"NAKD","Naked Brand Group Limited","Consumer Goods","Textile - Apparel Clothing","USA",809.31,,4.56,-14.61%,181179
4574,"NAN","Nuveen New York Quality Municipal Income Fund","Financial","Closed-End Fund - Debt","USA",,,12.51,0.24%,64391
4575,"NANO","Nanometrics Incorporated","Technology","Semiconductor Equipment & Materials","USA",962.91,23.64,41.15,3.13%,363533
4576,"NANR","SPDR S&P; North American Natural Res ETF","Financial","Exchange Traded Fund","USA",,,35.39,-0.14%,20755
4577,"NAO","Nordic American Offshore Ltd.","Services","Shipping","Bermuda",63.92,,1.05,-1.87%,161984
4578,"NAP","Navios Maritime Midstream Partners L.P.","Services","Shipping","Monaco",69.24,,3.61,2.27%,112308
4579,"NAT","Nordic American Tankers Limited","Services","Shipping","Bermuda",332.11,,2.31,2.67%,756906
4580,"NATH","Nathan's Famous, Inc.","Services","Restaurants","USA",412.91,172.99,96.70,-1.93%,11830
4581,"NATI","National Instruments Corporation","Technology","Technical & System Software","USA",5556.08,45.52,44.47,0.20%,417191
4582,"NATR","Nature's Sunshine Products, Inc.","Healthcare","Drugs - Generic","USA",153.27,,7.80,2.63%,14618
4583,"NAUH","National American University Holdings, Inc.","Services","Education & Training Services","USA",26.82,,0.97,5.64%,5611
4584,"NAV","Navistar International Corporation","Consumer Goods","Trucks & Other Vehicles","USA",4092.86,27.47,41.70,1.19%,485960
4585,"NAVB","Navidea Biopharmaceuticals, Inc","Healthcare","Biotechnology","USA",29.50,,0.16,-0.70%,308797
4586,"NAVG","The Navigators Group, Inc.","Financial","Property & Casualty Insurance","USA",1801.18,26.17,60.20,0.08%,32813
4587,"NAVI","Navient Corporation","Financial","Credit Services","USA",3466.55,42.65,13.22,-0.08%,992717
4588,"NAZ","Nuveen Arizona Quality Municipa","Financial","Asset Management","USA",146.58,25.38,12.54,0.00%,14524
4589,"NBD","Nuveen Build America Bond Opportunity Fund","Financial","Asset Management","USA",,,22.42,1.86%,13809
4590,"NBEV","New Age Beverages Corporation","Consumer Goods","Beverages - Soft Drinks","USA",79.90,,1.97,-2.96%,438903
4591,"NBH","Neuberger Berman Intermediate Municipal Fund Inc.","Financial","Asset Management","USA",,,13.43,-0.22%,46999
4592,"NBHC","National Bank Holdings Corporation","Financial","Regional - Midwest Banks","USA",1230.42,33.92,40.81,1.34%,78784
4593,"NBIX","Neurocrine Biosciences, Inc.","Healthcare","Biotechnology","USA",10482.67,,115.69,1.88%,1527875
4594,"NBL","Noble Energy, Inc.","Basic Materials","Independent Oil & Gas","USA",17534.13,,35.83,1.96%,4847638
4595,"NBLX","Noble Midstream Partners LP","Basic Materials","Oil & Gas Pipelines","USA",2171.34,12.71,54.27,1.80%,88618
4596,"NBN","Northeast Bancorp","Financial","Regional - Northeast Banks","USA",200.69,12.40,22.20,1.37%,10984
4597,"NBO","Neuberger Berman New York Intermediate Municipal Fund Inc.","Financial","Asset Management","USA",58.75,226.86,11.57,0.39%,7260
4598,"NBR","Nabors Industries Ltd.","Basic Materials","Oil & Gas Drilling & Exploration","Bermuda",2298.07,,6.62,3.92%,16423995
4599,"NBRV","Nabriva Therapeutics plc","Healthcare","Biotechnology","Ireland",142.55,,2.49,-1.58%,829203
4600,"NBTB","NBT Bancorp Inc.","Financial","Regional - Northeast Banks","USA",1758.36,17.96,40.45,0.55%,66625
4601,"NBW","Neuberger Berman California Intermediate Municipal Fund Inc.","Financial","Asset Management","USA",,,12.53,0.08%,13829
4602,"NBY","NovaBay Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",42.51,5.21,2.41,0.42%,3927
4603,"NC","NACCO Industries, Inc.","Consumer Goods","Home Furnishings & Fixtures","USA",251.27,9.85,36.05,9.24%,22313
4604,"NCA","Nuveen California Municipal Value Fund, Inc.","Financial","Closed-End Fund - Debt","USA",270.14,27.75,9.60,0.00%,54501
4605,"NCB","Nuveen California Municipal Value Fund 2","Financial","Asset Management","USA",51.36,26.40,15.47,-1.15%,8963
4606,"NCBS","Nicolet Bankshares, Inc.","Financial","Money Center Banks","USA",539.88,14.67,55.60,0.85%,5466
4607,"NCI","Navigant Consulting, Inc.","Services","Management Services","USA",1112.42,25.70,24.77,13.36%,1054483
4608,"NCLH","Norwegian Cruise Line Holdings Ltd.","Services","Resorts & Casinos","USA",11252.52,14.38,49.68,0.93%,2028256
4609,"NCMI","National CineMedia, Inc.","Services","Marketing Services","USA",660.37,4.94,8.18,0.12%,760304
4610,"NCNA","NuCana plc","Healthcare","Biotechnology","United Kingdom",829.04,,22.31,-0.76%,7525
4611,"NCOM","National Commerce Corporation","Financial","Regional - Southeast Banks","USA",780.09,21.63,44.50,1.60%,43570
4612,"NCR","NCR Corporation","Technology","Information Technology Services","USA",3532.31,11.89,27.18,-0.04%,1201630
4613,"NCS","NCI Building Systems, Inc.","Industrial Goods","General Building Materials","USA",1058.94,32.15,15.85,-0.31%,596344
4614,"NCSM","NCS Multistage Holdings, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",715.47,82.44,15.91,-0.25%,39974
4615,"NCTY","The9 Limited","Technology","Multimedia & Graphics Software","China",32.14,,0.90,3.17%,26125
4616,"NCV","AllianzGI Convertible & Income Fund","Financial","Closed-End Fund - Debt","USA",631.85,15.54,7.07,0.57%,242145
4617,"NCZ","AllianzGI Convertible & Income Fund II","Financial","Closed-End Fund - Debt","USA",453.89,14.33,6.06,0.83%,323005
4618,"NDAQ","Nasdaq, Inc.","Financial","Diversified Investments","USA",15068.10,23.18,91.75,0.39%,736808
4619,"NDLS","Noodles & Company","Services","Restaurants","USA",485.65,,10.25,-2.38%,471363
4620,"NDRA","ENDRA Life Sciences Inc.","Healthcare","Medical Instruments & Supplies","USA",9.61,,2.45,3.33%,39751
4621,"NDRO","Enduro Royalty Trust","Basic Materials","Independent Oil & Gas","USA",115.50,2.43,3.30,1.54%,50234
4622,"NDSN","Nordson Corporation","Industrial Goods","Diversified Machinery","USA",7538.28,22.10,132.88,0.21%,105717
4623,"NE","Noble Corporation plc","Basic Materials","Oil & Gas Drilling & Exploration","United Kingdom",1479.87,,5.85,1.39%,3427071
4624,"NEA","Nuveen AMT-Free Quality Municipal Income Fund","Financial","Diversified Investments","USA",,,13.04,0.62%,343283
4625,"NEAR","iShares Short Maturity Bond ETF","Financial","Exchange Traded Fund","USA",,,50.09,-0.02%,796409
4626,"NEBUU","Nebula Acquisition Corporation Units","Conglomerates","Conglomerates","USA",279.14,,10.07,0.00%,3000
4627,"NEE","NextEra Energy, Inc.","Utilities","Electric Utilities","USA",80253.21,13.62,169.45,0.92%,1762133
4628,"NEM","Newmont Mining Corporation","Basic Materials","Gold","USA",19631.95,26.10,36.23,-0.58%,4379054
4629,"NEN","New England Realty Associates Limited Partnership","Financial","Real Estate Development","USA",200.48,36.15,67.05,0.07%,22
4630,"NEO","NeoGenomics, Inc.","Healthcare","Medical Laboratories & Research","USA",1133.48,,14.07,0.57%,210839
4631,"NEOG","Neogen Corporation","Healthcare","Diagnostic Substances","USA",4316.15,67.91,82.78,-0.36%,162458
4632,"NEON","Neonode Inc.","Technology","Diversified Electronics","Sweden",20.08,,0.36,2.17%,29157
4633,"NEOS","Neos Therapeutics, Inc.","Healthcare","Drugs - Generic","USA",176.90,,5.80,1.75%,112956
4634,"NEP","NextEra Energy Partners, LP","Utilities","Diversified Utilities","USA",2565.13,20.44,47.24,0.72%,187721
4635,"NEPT","Neptune Technologies & Bioressources Inc.","Healthcare","Biotechnology","Canada",219.31,16.91,2.79,1.09%,221001
4636,"NERV","Minerva Neurosciences, Inc.","Healthcare","Biotechnology","USA",315.65,,7.85,-1.26%,53354
4637,"NES","Nuverra Environmental Solutions, Inc.","Industrial Goods","Waste Management","USA",124.61,0.65,10.77,-1.28%,22038
4638,"NESR","National Energy Services Reunited Corp.","Conglomerates","Conglomerates","USA",316.36,,11.05,-3.16%,46
4639,"NETE","Net Element, Inc.","Technology","Internet Software & Services","USA",28.80,,7.06,-0.14%,41137
4640,"NETS","Netshoes (Cayman) Limited","Services","Specialty Retail, Other","Brazil",77.32,,2.54,0.79%,18274
4641,"NEU","NewMarket Corporation","Basic Materials","Specialty Chemicals","USA",4723.63,21.85,403.04,-0.29%,15163
4642,"NEV","Nuveen Enhanced Municipal Value Fund","Financial","Asset Management","USA",349.25,29.31,13.92,0.36%,30843
4643,"NEWA","Newater Technology, Inc.","Industrial Goods","Waste Management","China",199.40,66.16,17.40,1.40%,40160
4644,"NEWM","New Media Investment Group Inc.","Services","Publishing - Newspapers","USA",1007.83,,16.30,-7.70%,1088268
4645,"NEWR","New Relic, Inc.","Technology","Business Software & Services","USA",6126.34,,102.86,2.47%,752878
4646,"NEWT","Newtek Business Services Corp.","Services","Business Services","USA",397.48,,21.12,0.96%,94718
4647,"NEXA","Nexa Resources S.A.","Basic Materials","Industrial Metals & Minerals","Luxembourg",1816.51,14.78,13.75,-2.07%,585762
4648,"NEXT","NextDecade Corporation","Basic Materials","Independent Oil & Gas","USA",674.78,,6.41,1.58%,11500
4649,"NFBK","Northfield Bancorp, Inc. (Staten Island, NY)","Financial","Regional - Northeast Banks","USA",841.82,20.47,16.64,0.91%,38035
4650,"NFEC","NF Energy Saving Corporation","Industrial Goods","Industrial Equipment & Components","China",32.92,,4.51,5.62%,104614
4651,"NFG","National Fuel Gas Company","Basic Materials","Independent Oil & Gas","USA",4644.44,15.87,53.14,0.59%,560721
4652,"NFJ","AllianzGI NFJ Dividend, Interest & Premium Strategy Fund","Financial","Closed-End Fund - Equity","USA",,,12.89,0.16%,143897
4653,"NFLT","Virtus Newfleet Multi-Sect Uncons Bd ETF","Financial","Exchange Traded Fund","USA",,,24.26,-0.12%,20802
4654,"NFLX","Netflix, Inc.","Services","CATV Systems","USA",153250.83,144.99,344.50,1.81%,7110194
4655,"NFO","Invesco Insider Sentiment ETF","Financial","Exchange Traded Fund","USA",,,65.73,0.26%,1723
4656,"NFRA","FlexShares STOXX Global Broad Infras ETF","Financial","Exchange Traded Fund","USA",,,46.89,-0.33%,31317
4657,"NFX","Newfield Exploration Company","Basic Materials","Independent Oil & Gas","USA",5697.97,17.26,27.96,-2.51%,3533208
4658,"NG","NovaGold Resources Inc.","Basic Materials","Gold","Canada",1434.74,,4.30,0.70%,612503
4659,"NGD","New Gold Inc.","Basic Materials","Gold","Canada",1064.39,,1.27,1.60%,3444434
4660,"NGE","Global X MSCI Nigeria ETF","Financial","Exchange Traded Fund","USA",,,20.13,-0.54%,79106
4661,"NGG","National Grid plc","Utilities","Gas Utilities","United Kingdom",34966.89,7.70,52.86,0.17%,385220
4662,"NGHC","National General Holdings Corp.","Financial","Property & Casualty Insurance","USA",2986.18,25.04,27.95,0.47%,153581
4663,"NGHCN","National General Holdings Corp.","Financial","Property & Casualty Insurance","USA",2674.77,26.14,25.09,0.44%,4185
4664,"NGHCO","National General Holdings Corp.","Financial","Property & Casualty Insurance","USA",2674.34,26.13,25.09,0.43%,3921
4665,"NGHCP","National General Holdings Corp.","Financial","Property & Casualty Insurance","USA",2672.32,26.11,25.07,-0.05%,713
4666,"NGL","NGL Energy Partners LP","Basic Materials","Oil & Gas Refining & Marketing","USA",1634.26,,12.85,2.80%,758413
4667,"NGS","Natural Gas Services Group, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",291.06,203.70,22.00,0.23%,17434
4668,"NGVC","Natural Grocers by Vitamin Cottage, Inc.","Services","Grocery Stores","USA",308.95,49.27,13.45,7.26%,218456
4669,"NGVT","Ingevity Corporation","Basic Materials","Specialty Chemicals","USA",4148.91,32.65,98.57,0.76%,103856
4670,"NH","NantHealth, Inc.","Technology","Healthcare Information Services","USA",356.32,,3.26,0.93%,35918
4671,"NHC","National HealthCare Corporation","Healthcare","Long-Term Care Facilities","USA",1112.52,22.60,73.00,0.75%,24916
4672,"NHF","NexPoint Credit Strategies Fund","Financial","Closed-End Fund - Debt","USA",,,22.65,0.53%,73278
4673,"NHI","National Health Investors, Inc.","Financial","REIT - Healthcare Facilities","USA",3170.58,20.41,75.49,0.11%,126972
4674,"NHLD","National Holdings Corporation","Financial","Investment Brokerage - Regional","USA",43.14,,3.20,-5.33%,10503
4675,"NHS","Neuberger Berman High Yield Strategies Fund Inc.","Financial","Asset Management","USA",,,10.87,0.09%,68490
4676,"NHTC","Natural Health Trends Corp.","Consumer Goods","Personal Products","USA",279.34,6.20,24.04,-1.60%,50417
4677,"NI","NiSource Inc.","Utilities","Diversified Utilities","USA",9398.41,46.53,26.29,1.51%,3697020
4678,"NIB","iPath Bloomberg Cocoa Subindex Total Return(SM) ETN","Financial","Exchange Traded Fund","USA",,,24.36,-0.25%,26623
4679,"NICE","NICE Ltd.","Technology","Computer Peripherals","Israel",6789.20,58.56,111.20,0.76%,283074
4680,"NICK","Nicholas Financial, Inc.","Financial","Credit Services","USA",119.19,35.83,9.46,0.63%,2142
4681,"NID","Nuveen Intermediate Duration Municipal Term Fund","Financial","Asset Management","USA",591.54,10.78,12.61,0.24%,96327
4682,"NIHD","NII Holdings, Inc.","Technology","Wireless Communications","USA",599.82,,6.14,-9.04%,2581969
4683,"NIM","Nuveen Select Maturities Munici","Financial","Closed-End Fund - Debt","USA",121.33,26.49,9.75,0.20%,12059
4684,"NINE","Nine Energy Service, Inc.","Technology","Business Software & Services","China",708.97,,28.82,0.38%,122683
4685,"NITE","Nightstar Therapeutics plc","Healthcare","Biotechnology","United Kingdom",528.77,,17.14,-0.98%,72700
4686,"NJR","New Jersey Resources Corporation","Utilities","Gas Utilities","USA",4026.92,8.44,45.75,0.66%,233339
4687,"NJV","Nuveen New Jersey Municipal Value Fund","Financial","Asset Management","USA",,,12.99,0.31%,3405
4688,"NK","NantKwest, Inc.","Healthcare","Biotechnology","USA",241.95,,3.09,-9.38%,221148
4689,"NKE","NIKE, Inc.","Consumer Goods","Textile - Apparel Footwear & Accessories","USA",127210.09,32.68,78.65,1.43%,5266820
4690,"NKG","Nuveen Georgia Quality Municipa","Financial","Asset Management","USA",,,11.20,0.06%,20932
4691,"NKSH","National Bankshares, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",331.81,21.28,46.80,0.32%,6429
4692,"NKTR","Nektar Therapeutics","Healthcare","Biotechnology","USA",9178.33,,54.30,3.02%,1632782
4693,"NKX","Nuveen California AMT-Free Quality Municipal Income Fund","Financial","Asset Management","USA",,,13.45,0.45%,133010
4694,"NL","NL Industries, Inc.","Services","Industrial Equipment Wholesale","USA",418.91,4.96,8.60,-2.82%,8629
4695,"NLNK","NewLink Genetics Corporation","Healthcare","Biotechnology","USA",133.24,,3.17,0.00%,452429
4696,"NLR","VanEck Vectors Uranium+Nuclear Engy ETF","Financial","Exchange Traded Fund","USA",,,51.73,0.35%,3341
4697,"NLS","Nautilus, Inc.","Consumer Goods","Sporting Goods","USA",424.23,19.52,13.90,-1.42%,216600
4698,"NLSN","Nielsen Holdings plc","Technology","Information & Delivery Services","USA",10632.50,16.98,22.57,-3.75%,6135105
4699,"NLST","Netlist, Inc.","Technology","Semiconductor- Memory Chips","USA",11.70,,0.12,-2.64%,1234444
4700,"NLY","Annaly Capital Management, Inc.","Financial","REIT - Diversified","USA",12280.35,5.19,10.59,0.86%,9278026
4701,"NM","Navios Maritime Holdings Inc.","Services","Shipping","Monaco",109.03,,0.87,2.86%,188260
4702,"NMFC","New Mountain Finance Corporation","Financial","Asset Management","USA",1055.59,11.10,14.15,0.00%,91851
4703,"NMI","Nuveen Municipal Income Fund, Inc.","Financial","Closed-End Fund - Debt","USA",96.71,41.01,10.99,-0.36%,21741
4704,"NMIH","NMI Holdings, Inc.","Financial","Surety & Title Insurance","USA",1401.79,27.03,22.35,6.94%,831296
4705,"NMM","Navios Maritime Partners L.P.","Services","Shipping","Monaco",362.81,,2.08,1.96%,453763
4706,"NMR","Nomura Holdings, Inc.","Financial","Investment Brokerage - National","Japan",18250.97,8.47,4.71,0.86%,460769
4707,"NMRD","Nemaura Medical Inc.","Healthcare","Medical Appliances & Equipment","United Kingdom",555.76,,2.57,-7.39%,80838
4708,"NMRK","Newmark Group, Inc.","Financial","Property Management","USA",2066.05,15.31,13.35,-3.47%,375813
4709,"NMT","Nuveen Massachusetts Quality Mu","Financial","Closed-End Fund - Debt","USA",113.67,12.43,12.16,-0.33%,13785
4710,"NMY","Nuveen Maryland Quality Municipal Income Fund","Financial","Closed-End Fund - Debt","USA",,,12.10,-0.17%,18750
4711,"NMZ","Nuveen Municipal High Income Opportunity Fund","Financial","Asset Management","USA",,,12.98,0.54%,80591
4712,"NNA","Navios Maritime Acquisition Cor","Services","Shipping","Monaco",85.03,,0.59,-0.51%,162003
4713,"NNBR","NN, Inc.","Industrial Goods","Machine Tools & Accessories","USA",565.47,,20.60,-2.14%,146896
4714,"NNC","Nuveen North Carolina Quality Municipal Income Fund","Financial","Diversified Investments","USA",,,12.19,0.01%,20336
4715,"NNDM","Nano Dimension Ltd.","Technology","Computer Peripherals","Israel",133.18,,2.00,-1.48%,70247
4716,"NNI","Nelnet, Inc.","Financial","Credit Services","USA",2479.96,9.67,59.60,0.85%,45170
4717,"NNN","National Retail Properties, Inc.","Financial","REIT - Diversified","USA",6968.50,34.14,44.99,1.01%,1292214
4718,"NNVC","NanoViricides, Inc.","Healthcare","Drug Manufacturers - Major","USA",29.75,,0.42,10.21%,52344
4719,"NNY","Nuveen New York Municipal Value Fund, Inc.","Financial","Closed-End Fund - Debt","USA",139.81,30.70,9.15,-0.65%,45609
4720,"NOA","North American Construction Group Ltd.","Basic Materials","Oil & Gas Equipment & Services","Canada",188.59,49.65,7.05,-0.70%,156925
4721,"NOAH","Noah Holdings Limited","Financial","Asset Management","China",2987.23,24.26,51.16,-0.25%,350990
4722,"NOBL","ProShares S&P; 500 Dividend Aristocrats","Financial","Exchange Traded Fund","USA",,,64.90,0.31%,147232
4723,"NOC","Northrop Grumman Corporation","Industrial Goods","Aerospace/Defense - Major Diversified","USA",52121.41,20.54,298.69,-0.73%,924263
4724,"NODK","NI Holdings, Inc.","Financial","Property & Casualty Insurance","USA",372.41,23.10,16.70,0.18%,4112
4725,"NOG","Northern Oil and Gas, Inc.","Basic Materials","Oil & Gas Drilling & Exploration","USA",1005.02,,3.61,-2.17%,3000439
4726,"NOK","Nokia Corporation","Technology","Communication Equipment","Finland",33273.22,,5.37,-1.10%,15194352
4727,"NOM","Nuveen Missouri Quality Municipal Income Fund","Financial","Closed-End Fund - Equity","USA",30.24,15.34,12.98,0.70%,3801
4728,"NOMD","Nomad Foods Limited","Consumer Goods","Processed & Packaged Goods","United Kingdom",3324.78,18.91,19.12,0.84%,778545
4729,"NORW","Global X MSCI Norway ETF","Financial","Exchange Traded Fund","USA",,,14.40,-0.96%,15927
4730,"NOV","National Oilwell Varco, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",16329.04,,47.38,-0.08%,3596754
4731,"NOVN","Novan, Inc.","Healthcare","Biotechnology","USA",71.66,,2.73,1.49%,17354
4732,"NOVT","Novanta Inc.","Technology","Scientific & Technical Instruments","USA",2364.77,67.95,67.20,6.08%,157020
4733,"NOW","ServiceNow, Inc.","Technology","Information Technology Services","USA",32287.71,186.57,182.84,2.75%,1827235
4734,"NP","Neenah, Inc.","Consumer Goods","Paper & Paper Products","USA",1489.02,20.86,88.95,2.01%,47019
4735,"NPK","National Presto Industries, Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",871.70,19.90,126.15,1.37%,27174
4736,"NPN","Nuveen Pennsylvania Municipal Value Fund","Financial","Closed-End Fund - Debt","USA",17.00,35.37,13.90,0.36%,268
